ts,Hasle Common 10kV Lines Voltage | has_fel_10kvskinnespend | 804133,Hasle Vind Active Power | has_vin_effekt | 804123,Hasle Vind Current | has_vin_belastning | 804117,Weather forecast for the max air temperature for the coming 6 hours at Bornholm | 9F7P/00/00/MET-Norway/forecast/air_temperature_max | 128206,Weather forecast for wind direction at Bornholm | 9F7P/00/00/MET-Norway/forecast/wind_direction | 128270,Weather forecast for the precipitation amount for the coming 1 hour at Bornholm | 9F7P/00/00/MET-Norway/forecast/precipitation_amount_acc | 128238,Weather forecast for the relativehumidity amount  at Bornholm | 9F7P/00/00/MET-Norway/forecast/relative_humidity_2m | 128254,Weather forecast for wind speed at Bornholm | 9F7P/00/00/MET-Norway/forecast/wind_speed | 128286,Weather forecast for wind speed y_direction at Bornholm | 9F7P/00/00/MET-Norway/forecast/y_wind_10m | 128318,Weather forecast for solar shortwave flux at Bornholm | 9F7P/00/00/MET-Norway/forecast/integral_of_surface_downwelling_shortwave_flux_in_air_wrt_time | 128334,Weather forecast for the minimum air temperature for the coming 6 hours at Bornholm | 9F7P/00/00/MET-Norway/forecast/air_temperature_min | 128222,Weather forecast for wind speed x_direction at Bornholm | 9F7P/00/00/MET-Norway/forecast/x_wind_10m | 128302,Weather forecast for the air temperature at Bornholm | 9F7P/00/00/MET-Norway/forecast/air_temperature_2m | 128190,Observed maximum temperature past hour at Hammer Odde Fyr - DMI station 06193 | 9F7P/7Q/XC/DMI/metObs/temp_max_past1h/06193 | 406592,Observed mean intensity of global radiation in the latest hour at Hammer Odde Fyr - DMI station 06193 | 9F7P/7Q/XC/DMI/metObs/radia_glob_past1h/06193 | 406672,Observed minimum temperature past hour at Hammer Odde Fyr - DMI station 06193 | 9F7P/7Q/XC/DMI/metObs/temp_min_past1h/06193 | 406608,Observed mean wind speed the past hour at Hammer Odde Fyr - DMI station 06193 | 9F7P/7Q/XC/DMI/metObs/wind_speed_past1h/06193 | 406640,Observed mean humidity past hour at Hammer Odde Fyr - DMI station 06193 | 9F7P/7Q/XC/DMI/metObs/humidity_past1h/06193 | 406576,Observed mean temperature past hour at Hammer Odde Fyr - DMI station 06193 | 9F7P/7Q/XC/DMI/metObs/temp_mean_past1h/06193 | 406560,Observed mean wind direction the past hour at Hammer Odde Fyr - DMI station 06193 | 9F7P/7Q/XC/DMI/metObs/wind_dir_past1h/06193 | 406624,Observed accumulated precipitation the past hour at Hammer Odde Fyr - DMI station 06193 | 9F7P/7Q/XC/DMI/metObs/precip_past1h/06193 | 406656
2022-01-01 00:00:00,10.399731607148091,4.402136718261487,251.09170341491674,,,,,,,,,,,5.7,1.0,5.5,8.2,100.0,5.6,258.0,0.0
2022-01-01 01:00:00,10.414369831914433,3.25109644575492,185.0449562537963,,,,,,,,,,,5.7,1.0,5.4,9.3,100.0,5.5,252.0,0.0
2022-01-01 02:00:00,10.42312076568588,3.608152515591852,206.98443955326843,,,,,,,,,,,5.9,1.0,5.1,9.3,100.0,5.5,252.0,0.0
2022-01-01 03:00:00,10.421466571528683,1.9529557395572472,112.2025983425682,,,,,,,,,,,5.6,1.0,5.3,8.5,100.0,5.4,259.0,0.0
2022-01-01 04:00:00,10.417432188987709,0.8131010651308604,47.719737289428764,,,,,,,,,,,5.5,1.0,5.2,7.1,100.0,5.4,258.0,0.0
2022-01-01 05:00:00,10.52247139901809,1.170859983839127,67.17469319430239,,,,,,,,,,,5.6,1.0,5.0,5.7,100.0,5.4,244.0,0.0
2022-01-01 06:00:00,10.428133832083862,3.588186859198225,204.70447451310648,,,,,,,,,,,5.6,0.0,5.1,5.7,100.0,5.4,241.0,0.0
2022-01-01 07:00:00,10.419780693054241,3.0568395412329523,173.99252718687086,,,,,,,,,,,5.4,1.0,5.1,7.2,100.0,5.3,253.0,0.0
2022-01-01 08:00:00,10.464186191559,2.6696716979414825,150.9102587753471,,,,,,,,,,,5.8,6.0,5.1,6.8,100.0,5.3,260.0,0.0
2022-01-01 09:00:00,10.412834008534666,1.6287535632226688,92.75608079046242,,,,,,,,,,,5.4,32.0,5.2,6.8,100.0,5.3,263.0,0.0
2022-01-01 10:00:00,10.40910945219153,0.6518164090311037,45.833807702218344,,,,,,,,,,,5.5,46.0,5.1,4.3,100.0,5.3,296.0,0.0
2022-01-01 11:00:00,10.435621261597,0.005985137489107222,16.683748071843908,,,,,,,,,,,5.5,43.0,4.9,0.5,100.0,5.2,339.0,0.0
2022-01-01 12:00:00,10.443922042847,0.17210298753404035,18.444810000332946,,,,,,,,,,,5.5,40.0,5.0,0.0,100.0,5.1,0.0,0.0
2022-01-01 13:00:00,10.47761428356175,0.5191017958180348,29.077032402770087,,,,,,,,,,,5.3,27.0,4.9,0.0,100.0,5.1,0.0,0.0
2022-01-01 14:00:00,10.46882508017809,0.3845801305756093,21.699183441343795,,,,,,,,,,,5.2,26.0,4.4,1.0,100.0,5.0,125.0,0.0
2022-01-01 15:00:00,10.436760584513666,0.4036189467087376,23.260258509789022,,,,,,,,,,,5.2,6.0,4.8,0.9,100.0,4.9,130.0,0.0
2022-01-01 16:00:00,10.426610079678817,0.7745592766833087,43.6066284458133,,,,,,,,,,,4.9,1.0,4.6,1.8,99.0,4.8,115.0,0.0
2022-01-01 17:00:00,10.47725753784175,1.5660678849280267,93.52951619443357,,,,,,,,,,,5.0,1.0,4.1,1.8,98.0,4.6,122.0,0.0
2022-01-01 18:00:00,10.426061825874564,2.5833093256551525,148.76257251340982,,,,,,,,,,,4.9,0.0,4.3,1.7,98.0,4.7,112.0,0.0
2022-01-01 19:00:00,10.416601975758832,3.6023454382591305,204.45962423362488,,,,,,,,,,,4.9,1.0,4.6,2.1,98.0,4.7,112.0,0.0
2022-01-01 20:00:00,10.444832137136817,4.170228741569716,234.98454523843475,,,,,,,,,,,5.1,0.0,4.8,2.1,98.0,4.9,122.0,0.0
2022-01-01 21:00:00,10.424560132234044,4.315911081677088,245.92445352875325,,,,,,,,,,,5.4,1.0,4.8,2.2,98.0,5.1,132.0,1.3
2022-01-01 22:00:00,10.45426433563252,4.17481490054721,235.70403417853308,,,,,,,,,,,5.9,1.0,5.4,3.0,98.0,5.6,160.0,0.1
2022-01-01 23:00:00,10.391889419555639,3.396735364941234,197.7727571998792,,,,,,,,,,,7.8,0.0,5.8,4.2,99.0,6.8,179.0,0.0
2022-01-02 00:00:00,10.466220802731055,4.088528371198384,229.9382967107435,,,,,,,,,,,9.4,0.0,7.7,6.5,99.0,8.9,210.0,0.0
2022-01-02 01:00:00,10.49340796470625,3.2686224041539758,185.85111980750932,,,,,,,,,,,9.2,1.0,8.6,9.4,99.0,8.9,213.0,0.1
2022-01-02 02:00:00,10.451213403181454,3.7419953672590256,212.0955916738122,,,,,,,,,,,9.4,1.0,8.2,9.0,99.0,8.8,212.0,0.2
2022-01-02 03:00:00,10.405416693006142,3.9242427073992214,221.12862693943308,,,,,,,,,,,9.5,1.0,8.6,9.3,96.0,9.2,213.0,1.8
2022-01-02 04:00:00,10.386954201592223,4.235209314262167,238.5517279275414,,,,,,,,,,,9.1,0.0,8.3,10.0,97.0,8.8,217.0,3.8
2022-01-02 05:00:00,10.3583730697632,3.954422189908867,223.41387612479068,,,,,,,,,,,8.4,0.0,7.8,10.2,98.0,8.1,217.0,3.9
2022-01-02 06:00:00,10.359691500664,3.478780777558038,198.02180154986587,,,,,,,,,,,8.1,0.0,7.7,9.6,98.0,7.9,219.0,1.6
2022-01-02 07:00:00,10.388988912105438,3.6400316532798476,207.44500947198958,,,,,,,,,,,8.0,1.0,7.5,8.8,99.0,7.7,220.0,0.0
