ts,"HourUTC | HourUTC | 804694","mFRRDownActBal | mFRRDownActBal | 804724","PriceArea | PriceArea | 804696","mFRRUpActSpec | mFRRUpActSpec | 804713","mFRRDownActSpec | mFRRDownActSpec | 804714","ImbalanceMWh | ImbalanceMWh | 804715","ImbalancePriceDKK | ImbalancePriceDKK | 804717","BalancingPowerPriceUpDKK | BalancingPowerPriceUpDKK | 804719","BalancingPowerPriceDownDKK | BalancingPowerPriceDownDKK | 804721","mFRRUpActBal | mFRRUpActBal | 804722"
"2021-01-01 23:00:00","2021-01-01 23:00:00",0,DK2,,,,450,450,"347,410004",16
"2021-01-01 23:00:01","2021-01-01 23:00:00",0,DK1,,,,450,450,"347,410004","52,099998"
"2021-01-02 00:00:00","2021-01-02 00:00:00",0,DK2,,,,500,500,"315,709991","23,6"
"2021-01-02 00:00:01","2021-01-02 00:00:00",0,DK1,,,,500,500,"315,709991","78,400002"
"2021-01-02 01:00:00","2021-01-02 01:00:00",0,DK2,,,,440,440,"305,73999",0
"2021-01-02 01:00:01","2021-01-02 01:00:00",0,DK1,,,,440,440,"305,73999","97,900002"
"2021-01-02 02:00:00","2021-01-02 02:00:00",0,DK2,,,,"416,640015","416,640015","297,630005",0
"2021-01-02 02:00:01","2021-01-02 02:00:00",0,DK1,,,,"416,640015","416,640015","297,630005","49,599998"
"2021-01-02 03:00:00","2021-01-02 03:00:00",0,DK2,,,,"410,899994","410,899994","279,399994",0
"2021-01-02 03:00:01","2021-01-02 03:00:00",0,DK1,,,,"410,899994","410,899994","279,399994","53,700001"
"2021-01-02 04:00:00","2021-01-02 04:00:00",0,DK2,,,,"290,190002","290,190002","290,190002",0
"2021-01-02 04:00:01","2021-01-02 04:00:00",0,DK1,,,,"290,190002","290,190002","290,190002",0
"2021-01-02 05:00:00","2021-01-02 05:00:00",0,DK2,,,,"148,809998","313,179993","148,809998",0
"2021-01-02 05:00:01","2021-01-02 05:00:00",0,DK1,,,,"148,809998","313,179993","148,809998",0
"2021-01-02 06:00:00","2021-01-02 06:00:00","56,599998",DK2,,,,"152,789993","334,529999","152,789993",0
"2021-01-02 06:00:01","2021-01-02 06:00:00","96,900002",DK1,,,,"152,789993","334,529999","152,789993",0
"2021-01-02 07:00:00","2021-01-02 07:00:00","93,800003",DK2,,,,"163,699997","360,5","163,699997",0
"2021-01-02 07:00:01","2021-01-02 07:00:00",151,DK1,,,,"163,699997","360,5","163,699997",0
"2021-01-02 08:00:00","2021-01-02 08:00:00","143,699997",DK2,,,,"163,699997","386,920013","163,699997",0
"2021-01-02 08:00:01","2021-01-02 08:00:00","262,399994",DK1,,,,"163,699997","386,920013","163,699997",0
"2021-01-02 09:00:00","2021-01-02 09:00:00","73,800003",DK2,,,,"163,699997","386,920013","163,699997",0
"2021-01-02 09:00:01","2021-01-02 09:00:00","250,300003",DK1,,,,"163,699997","386,920013","163,699997",0
"2021-01-02 10:00:00","2021-01-02 10:00:00",0,DK2,,,,"388,029999","388,029999","388,029999",0
"2021-01-02 10:00:01","2021-01-02 10:00:00",0,DK1,,,,"388,029999","388,029999","388,029999",0
"2021-01-02 11:00:00","2021-01-02 11:00:00","46,400002",DK2,,,,"220,309998","416,309998","220,309998",0
"2021-01-02 11:00:01","2021-01-02 11:00:00","35,099998",DK1,,,,"220,309998","416,309998","220,309998",0
"2021-01-02 12:00:00","2021-01-02 12:00:00",0,DK2,,,,"386,920013","386,920013","386,920013",0
"2021-01-02 12:00:01","2021-01-02 12:00:00",0,DK1,,,,"386,920013","386,920013","386,920013",0
"2021-01-02 13:00:00","2021-01-02 13:00:00",0,DK2,,,,"377,170013","377,170013","377,170013",0
"2021-01-02 13:00:01","2021-01-02 13:00:00",0,DK1,,,,"377,170013","377,170013","377,170013",0
"2021-01-02 14:00:00","2021-01-02 14:00:00",0,DK2,,,,600,600,"397,709991","65,199997"
"2021-01-02 14:00:01","2021-01-02 14:00:00",0,DK1,,,,600,600,"397,709991","113,800003"
"2021-01-02 15:00:00","2021-01-02 15:00:00",0,DK2,,,,"446,369995","446,369995","446,369995",0
"2021-01-02 15:00:01","2021-01-02 15:00:00",0,DK1,,,,"446,369995","446,369995","446,369995",0
"2021-01-02 16:00:00","2021-01-02 16:00:00",0,DK2,,,,"461,320007","461,320007","461,320007",0
"2021-01-02 16:00:01","2021-01-02 16:00:00",0,DK1,,,,"461,320007","461,320007","461,320007",0
"2021-01-02 17:00:00","2021-01-02 17:00:00",0,DK2,,,,"469,359985","469,359985","469,359985",0
"2021-01-02 17:00:01","2021-01-02 17:00:00",0,DK1,,,,"469,359985","469,359985","469,359985",0
"2021-01-02 18:00:00","2021-01-02 18:00:00",0,DK2,,,,"462,589996","462,589996","462,589996",0
"2021-01-02 18:00:01","2021-01-02 18:00:00",0,DK1,,,,"462,589996","462,589996","462,589996",0
"2021-01-02 19:00:00","2021-01-02 19:00:00",0,DK2,,,,"446,670013","446,670013","446,670013",0
"2021-01-02 19:00:01","2021-01-02 19:00:00",0,DK1,,,,"446,670013","446,670013","446,670013",0
"2021-01-02 20:00:00","2021-01-02 20:00:00",0,DK2,,,,"409,459991","409,459991","409,459991",0
"2021-01-02 20:00:01","2021-01-02 20:00:00",0,DK1,,,,"409,459991","409,459991","409,459991",0
"2021-01-02 21:00:00","2021-01-02 21:00:00",0,DK2,,,,"388,779999","388,779999","388,779999",0
"2021-01-02 21:00:01","2021-01-02 21:00:00",0,DK1,,,,"388,779999","388,779999","388,779999",0
"2021-01-02 22:00:00","2021-01-02 22:00:00",0,DK2,,,,"360,5","360,5","360,5",0
"2021-01-02 22:00:01","2021-01-02 22:00:00",0,DK1,,,,"360,5","360,5","360,5",0
"2021-01-02 23:00:00","2021-01-02 23:00:00",0,DK2,,,,"343,089996","343,089996","343,089996",0
"2021-01-02 23:00:01","2021-01-02 23:00:00",0,DK1,,,,"343,089996","343,089996","343,089996",0
"2021-01-03 00:00:00","2021-01-03 00:00:00",0,DK2,,,,"309,459991","309,459991","309,459991",0
"2021-01-03 00:00:01","2021-01-03 00:00:00",0,DK1,,,,"309,459991","309,459991","309,459991",0
"2021-01-03 01:00:00","2021-01-03 01:00:00",0,DK2,,,,"276,869995","276,869995","276,869995",0
"2021-01-03 01:00:01","2021-01-03 01:00:00",0,DK1,,,,"276,869995","276,869995","276,869995",0
"2021-01-03 02:00:00","2021-01-03 02:00:00",0,DK2,,,,"261,76001","261,76001","261,76001",0
"2021-01-03 02:00:01","2021-01-03 02:00:00",0,DK1,,,,"261,76001","261,76001","261,76001",0
"2021-01-03 03:00:00","2021-01-03 03:00:00",0,DK2,,,,"183,410004","183,410004","183,410004",0
"2021-01-03 03:00:01","2021-01-03 03:00:00",0,DK1,,,,"183,410004","183,410004","183,410004",0
"2021-01-03 04:00:00","2021-01-03 04:00:00",0,DK2,,,,"177,460007","177,460007","177,460007",0
"2021-01-03 04:00:01","2021-01-03 04:00:00",0,DK1,,,,"177,460007","177,460007","177,460007",0
"2021-01-03 05:00:00","2021-01-03 05:00:00",0,DK2,,,,"178,949997","178,949997","178,949997",0
"2021-01-03 05:00:01","2021-01-03 05:00:00",0,DK1,,,,"178,949997","178,949997","178,949997",0
"2021-01-03 06:00:00","2021-01-03 06:00:00",0,DK2,,,,"171,139999","184,529999","171,139999",0
"2021-01-03 06:00:01","2021-01-03 06:00:00",0,DK1,,,,"171,139999","184,529999","171,139999",0
"2021-01-03 07:00:00","2021-01-03 07:00:00",0,DK2,,,,"163,699997","185,789993","163,699997",0
"2021-01-03 07:00:01","2021-01-03 07:00:00",0,DK1,,,,"163,699997","185,789993","163,699997",0
"2021-01-03 08:00:00","2021-01-03 08:00:00",0,DK2,,,,"163,699997","190,850006","163,699997",0
"2021-01-03 08:00:01","2021-01-03 08:00:00",0,DK1,,,,"163,699997","190,850006","163,699997",0
"2021-01-03 09:00:00","2021-01-03 09:00:00",0,DK2,,,,"163,699997","193,460007","163,699997",0
"2021-01-03 09:00:01","2021-01-03 09:00:00",0,DK1,,,,"163,699997","193,460007","163,699997",0
"2021-01-03 10:00:00","2021-01-03 10:00:00",0,DK2,,,,"163,699997","200,080002","163,699997",0
"2021-01-03 10:00:01","2021-01-03 10:00:00",0,DK1,,,,"163,699997","193,979996","163,699997",0
"2021-01-03 11:00:00","2021-01-03 11:00:00",0,DK2,,,,"152,389999","192,490005","152,389999",0
"2021-01-03 11:00:01","2021-01-03 11:00:00",0,DK1,,,,"152,389999","192,490005","152,389999",0
"2021-01-03 12:00:00","2021-01-03 12:00:00",0,DK2,,,,"149,240005","192,190002","149,240005",0
"2021-01-03 12:00:01","2021-01-03 12:00:00",0,DK1,,,,"149,240005","192,190002","149,240005",0
"2021-01-03 13:00:00","2021-01-03 13:00:00","15,7",DK2,,,,"149,240005","193,610001","149,240005",0
"2021-01-03 13:00:01","2021-01-03 13:00:00",0,DK1,,,,"149,240005","193,610001","149,240005",0
"2021-01-03 14:00:00","2021-01-03 14:00:00",0,DK2,,,,"152,789993","197,179993","152,789993",0
"2021-01-03 14:00:01","2021-01-03 14:00:00",0,DK1,,,,"152,789993","197,179993","152,789993",0
"2021-01-03 15:00:00","2021-01-03 15:00:00",0,DK2,,,,"171,139999","247,550003","171,139999",0
"2021-01-03 15:00:01","2021-01-03 15:00:00",0,DK1,,,,"171,139999","208,710007","171,139999",0
"2021-01-03 16:00:00","2021-01-03 16:00:00",0,DK2,,,,"327,089996","327,089996","327,089996",0
"2021-01-03 16:00:01","2021-01-03 16:00:00",0,DK1,,,,"212,279999","212,279999","212,279999",0
"2021-01-03 17:00:00","2021-01-03 17:00:00",0,DK2,,,,"322,549988","322,549988","322,549988",0
"2021-01-03 17:00:01","2021-01-03 17:00:00",0,DK1,,,,"209,600006","209,600006","209,600006",0
"2021-01-03 18:00:00","2021-01-03 18:00:00",0,DK2,,,,"207,740005","207,740005","207,740005",0
"2021-01-03 18:00:01","2021-01-03 18:00:00",0,DK1,,,,"207,740005","207,740005","207,740005",0
"2021-01-03 19:00:00","2021-01-03 19:00:00",0,DK2,,,,"182,300003","205,070007","182,300003",0
"2021-01-03 19:00:01","2021-01-03 19:00:00",0,DK1,,,,"182,300003","205,070007","182,300003",0
"2021-01-03 20:00:00","2021-01-03 20:00:00",0,DK2,,,,"178,580002","201,199997","178,580002",0
"2021-01-03 20:00:01","2021-01-03 20:00:00",0,DK1,,,,"178,580002","201,199997","178,580002",0
"2021-01-03 21:00:00","2021-01-03 21:00:00",0,DK2,,,,"178,580002","194,800003","178,580002",0
"2021-01-03 21:00:01","2021-01-03 21:00:00",0,DK1,,,,"178,580002","194,800003","178,580002",0
"2021-01-03 22:00:00","2021-01-03 22:00:00",0,DK2,,,,"185,419998","185,419998","185,419998",0
"2021-01-03 22:00:01","2021-01-03 22:00:00",0,DK1,,,,"185,419998","185,419998","185,419998",0
"2021-01-03 23:00:00","2021-01-03 23:00:00",0,DK2,,,,"148,809998","183,490005","148,809998",0
"2021-01-03 23:00:01","2021-01-03 23:00:00",0,DK1,,,,"148,809998","183,490005","148,809998",0
"2021-01-04 00:00:00","2021-01-04 00:00:00",0,DK2,,,,"148,809998","178,949997","148,809998",0
"2021-01-04 00:00:01","2021-01-04 00:00:00",0,DK1,,,,"148,809998","178,949997","148,809998",0
"2021-01-04 01:00:00","2021-01-04 01:00:00",0,DK2,,,,"142,130005","177,679993","142,130005",0
"2021-01-04 01:00:01","2021-01-04 01:00:00",0,DK1,,,,"142,130005","177,679993","142,130005",0
"2021-01-04 02:00:00","2021-01-04 02:00:00",0,DK2,,,,"142,130005","178,800003","142,130005",0
"2021-01-04 02:00:01","2021-01-04 02:00:00",0,DK1,,,,"142,130005","178,800003","142,130005",0
"2021-01-04 03:00:00","2021-01-04 03:00:00",0,DK2,,,,"149,240005","182,889999","149,240005",0
"2021-01-04 03:00:01","2021-01-04 03:00:00",0,DK1,,,,"149,240005","182,889999","149,240005",0
"2021-01-04 04:00:00","2021-01-04 04:00:00",0,DK2,,,,"171,139999","192,270004","171,139999",0
"2021-01-04 04:00:01","2021-01-04 04:00:00",0,DK1,,,,"171,139999","192,270004","171,139999",0
"2021-01-04 05:00:00","2021-01-04 05:00:00",0,DK2,,,,"178,580002","209,899994","178,580002",0
"2021-01-04 05:00:01","2021-01-04 05:00:00",0,DK1,,,,"178,580002","209,899994","178,580002",0
"2021-01-04 06:00:00","2021-01-04 06:00:00",0,DK2,,,,"520,22998","520,22998","370,25","37,599998"
"2021-01-04 06:00:01","2021-01-04 06:00:00",0,DK1,,,,"267,869995","267,869995","229,550003","2,3"
"2021-01-04 07:00:00","2021-01-04 07:00:00",0,DK2,,,,"1573,819946","1573,819946","404,920013","276,799988"
"2021-01-04 07:00:01","2021-01-04 07:00:00",0,DK1,,,,700,700,"366,079987","150,300003"
"2021-01-04 08:00:00","2021-01-04 08:00:00",0,DK2,,,,"1573,819946","1573,819946","414,369995",178
